"調査年月日","都道府県名","市区町村名","市町村コード","行政区コード","行政区名","0－4歳","5－9歳","10－14歳","15－19歳","20－24歳","25－29歳","30－34歳","35－39歳","40－44歳","45－49歳","50－54歳","55－59歳","60－64歳","65－69歳","70－74歳","75－79歳","80－84歳","85－89歳","90－94歳","95－99歳","100歳以上","計","世帯数"
"2020/04/01","京都府","舞鶴市","262021","1025","医療センター","2","1","0","0","10","8","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","30","25"
"2020/04/01","京都府","舞鶴市","262021","1026","サンケイ団地","3","7","4","15","10","5","8","5","8","13","10","18","14","10","10","11","13","13","1","0","0","178","95"
"2020/04/01","京都府","舞鶴市","262021","1027","芥子谷団地","4","6","7","5","4","4","6","5","13","11","16","8","9","18","24","30","13","5","6","1","0","195","130"
"2020/04/01","京都府","舞鶴市","262021","1028","八反田南","46","43","50","49","50","47","40","47","66","68","70","63","42","80","65","36","15","2","3","2","0","884","372"
"2020/04/01","京都府","舞鶴市","262021","1029","八反田北","33","33","30","28","15","37","36","27","49","45","31","32","22","31","24","18","6","5","1","0","0","503","215"
"2020/04/01","京都府","舞鶴市","262021","1030","行永桜通り","34","75","64","54","9","3","16","50","65","55","24","6","2","6","3","1","1","1","0","0","0","469","125"
"2020/04/01","京都府","舞鶴市","262021","1101","常府営","8","5","22","10","8","2","11","10","8","18","12","6","11","22","31","21","26","12","0","0","0","243","143"
"2020/04/01","京都府","舞鶴市","262021","1102","常口","13","19","31","25","20","19","21","28","37","47","46","34","24","30","74","39","27","17","5","0","1","557","249"
"2020/04/01","京都府","舞鶴市","262021","1103","常","3","16","13","11","8","5","10","13","17","19","12","11","14","25","20","14","11","6","7","0","0","235","106"
"2020/04/01","京都府","舞鶴市","262021","1104","木ノ下","1","11","3","6","4","6","7","2","9","12","7","5","11","19","17","17","13","7","4","3","0","164","71"
"2020/04/01","京都府","舞鶴市","262021","1105","与保呂","3","2","6","11","7","6","11","6","9","21","13","15","30","25","33","31","17","21","11","4","2","284","144"
"2020/04/01","京都府","舞鶴市","262021","1106","京月","6","2","6","10","7","2","11","9","10","21","9","21","20","20","19","47","27","18","11","4","0","280","150"
"2020/04/01","京都府","舞鶴市","262021","1108","京月東","8","12","17","11","11","8","15","8","19","24","26","18","16","23","37","51","39","5","4","0","0","352","165"
"2020/04/01","京都府","舞鶴市","262021","1109","亀岩","29","16","30","28","36","29","22","24","45","35","36","27","20","38","46","21","10","9","5","0","0","506","217"
"2020/04/01","京都府","舞鶴市","262021","1110","常桜町","2","8","17","9","2","2","3","8","21","9","6","0","1","1","2","0","0","0","0","0","0","91","29"
"2020/04/01","京都府","舞鶴市","262021","1201","泉源寺","16","18","30","33","29","23","10","36","29","48","41","50","30","29","57","27","30","8","11","5","0","560","254"
"2020/04/01","京都府","舞鶴市","262021","1202","田中新","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1204","田中東","31","52","48","46","37","38","46","43","41","63","61","33","39","37","62","41","24","20","7","2","0","771","341"
"2020/04/01","京都府","舞鶴市","262021","1205","安岡","15","26","28","24","35","42","26","34","46","49","35","50","50","37","65","34","23","22","9","1","0","651","304"
"2020/04/01","京都府","舞鶴市","262021","1206","小倉","12","7","12","17","18","18","11","11","15","29","22","23","22","22","36","24","10","15","8","3","0","335","171"
"2020/04/01","京都府","舞鶴市","262021","1207","鹿原西","3","10","6","12","2","3","5","6","14","13","7","10","11","20","14","14","9","4","0","1","0","164","79"
"2020/04/01","京都府","舞鶴市","262021","1208","鹿原","10","13","14","11","12","10","13","12","20","15","20","21","14","23","33","30","13","13","6","2","0","305","149"
"2020/04/01","京都府","舞鶴市","262021","1209","吉坂","3","3","8","7","6","7","5","4","7","12","8","16","12","15","12","4","9","6","5","3","0","152","80"
"2020/04/01","京都府","舞鶴市","262021","1210","松尾","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","3","2","1","3","0","0","13","9"
"2020/04/01","京都府","舞鶴市","262021","1211","田中西","27","26","18","20","28","23","16","33","20","29","36","15","12","16","35","31","17","12","8","0","1","423","191"
"2020/04/01","京都府","舞鶴市","262021","1212","小倉西","7","10","6","5","1","5","4","12","11","5","5","11","10","9","19","10","21","5","0","1","0","157","75"
"2020/04/01","京都府","舞鶴市","262021","1213","田中中","27","30","32","40","32","24","24","42","41","60","49","47","38","50","45","46","30","16","5","3","0","681","290"
"2020/04/01","京都府","舞鶴市","262021","1214","みずなぎ学園鹿原","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1215","やすらぎ苑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","1","1","6","6"
"2020/04/01","京都府","舞鶴市","262021","1216","安岡園","0","0","0","0","0","0","0","0","0","0","0","0","0","4","12","6","13","4","4","2","0","45","45"
"2020/04/01","京都府","舞鶴市","262021","1217","こひつじの苑舞鶴","0","0","0","0","0","0","1","0","0","0","5","3","2","9","4","2","1","0","0","0","0","27","27"
"2020/04/01","京都府","舞鶴市","262021","1218","小倉新町","8","6","13","15","18","8","7","8","12","16","18","14","26","9","11","7","5","0","1","0","0","202","90"
"2020/04/01","京都府","舞鶴市","262021","1219","安岡新町","12","11","15","25","24","16","27","12","18","21","31","31","40","22","17","12","4","6","3","0","0","347","136"
"2020/04/01","京都府","舞鶴市","262021","1220","舞鶴学園","0","6","19","14","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","44"
"2020/04/01","京都府","舞鶴市","262021","1221","田中団地","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","0","0","0","0","5","5"
"2020/04/01","京都府","舞鶴市","262021","1222","田園町","24","74","78","37","4","5","18","39","76","62","13","6","7","8","4","4","1","0","1","0","0","461","133"
"2020/04/01","京都府","舞鶴市","262021","1301","大波下板ガラス社宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1302","大波下","16","13","18","35","21","16","20","12","28","41","30","30","24","36","40","30","23","17","10","2","0","462","209"
"2020/04/01","京都府","舞鶴市","262021","1303","大波上","3","6","5","8","6","0","2","10","5","13","8","3","10","16","16","12","9","5","7","2","1","147","68"
"2020/04/01","京都府","舞鶴市","262021","1304","朝来中","3","13","21","11","7","4","5","14","14","16","12","21","10","16","34","22","10","7","4","2","0","246","103"
"2020/04/01","京都府","舞鶴市","262021","1305","朝来新町","15","25","22","29","23","14","20","27","23","40","36","20","23","22","34","16","12","7","5","0","0","413","172"
"2020/04/01","京都府","舞鶴市","262021","1306","松ヶ森","0","0","1","1","0","2","3","0","1","3","1","7","5","1","2","6","4","7","1","0","0","45","24"
"2020/04/01","京都府","舞鶴市","262021","1307","吉野高専宿舎","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1308","吉野","2","4","6","8","6","2","1","8","5","10","6","9","6","9","6","10","7","3","0","1","0","109","43"
"2020/04/01","京都府","舞鶴市","262021","1309","白屋","0","3","1","1","3","1","1","4","4","0","2","3","5","8","3","3","5","6","1","0","0","54","22"
"2020/04/01","京都府","舞鶴市","262021","1310","登尾","1","1","3","6","10","3","0","2","6","11","6","3","6","3","14","11","3","3","0","2","1","95","40"
"2020/04/01","京都府","舞鶴市","262021","1311","杉山","0","0","0","1","3","0","1","0","2","3","1","1","2","5","8","4","1","2","3","0","0","37","18"
"2020/04/01","京都府","舞鶴市","262021","1312","笹部","2","0","2","1","1","2","0","2","3","1","2","0","1","6","1","3","1","1","0","0","1","30","13"
"2020/04/01","京都府","舞鶴市","262021","1313","高専","0","0","0","17","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","22"
"2020/04/01","京都府","舞鶴市","262021","1314","東舞鶴医誠会病院","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","1","0","0","5","5"
"2020/04/01","京都府","舞鶴市","262021","1316","鶴友寮","0","0","0","0","2","6","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","13","13"
"2020/04/01","京都府","舞鶴市","262021","1317","朝来西宮","9","9","6","18","7","7","11","9","25","25","19","14","7","22","59","35","32","8","1","3","1","327","165"
"2020/04/01","京都府","舞鶴市","262021","1318","朝来西町府営","0","2","10","4","2","4","1","7","10","8","9","11","12","20","29","12","3","3","1","2","0","150","86"
"2020/04/01","京都府","舞鶴市","262021","1319","ヴィラージュ滝ケ浦","4","3","3","2","2","1","2","3","5","7","4","7","4","1","2","3","1","2","0","0","0","56","32"
"2020/04/01","京都府","舞鶴市","262021","1320","朝来八田","37","26","30","47","18","21","22","25","47","39","35","36","22","10","10","6","4","4","0","0","0","439","146"
"2020/04/01","京都府","舞鶴市","262021","1321","アマデウスⅦ","0","0","0","0","11","11","3","1","1","2","2","2","2","0","0","0","0","1","0","0","0","36","35"
"2020/04/01","京都府","舞鶴市","262021","1401","河辺中","1","3","1","0","0","1","5","0","4","0","1","3","9","4","3","5","4","1","5","0","0","50","27"
"2020/04/01","京都府","舞鶴市","262021","1402","西屋","0","0","0","1","3","1","0","0","0","1","9","1","2","2","3","9","2","5","1","0","1","41","23"
"2020/04/01","京都府","舞鶴市","262021","1403","室牛","1","1","1","3","0","0","0","0","1","2","2","0","0","1","3","4","0","0","1","0","0","20","10"
"2020/04/01","京都府","舞鶴市","262021","1404","河辺由里","0","0","0","2","2","0","0","1","3","2","4","2","0","6","6","4","5","2","3","0","0","42","24"
"2020/04/01","京都府","舞鶴市","262021","1405","観音寺","0","0","0","0","0","1","0","0","0","0","0","0","1","0","5","1","1","0","1","0","0","10","5"
"2020/04/01","京都府","舞鶴市","262021","1406","河辺原","0","0","1","3","1","0","3","0","0","2","3","7","4","6","8","9","4","1","1","0","0","53","24"
"2020/04/01","京都府","舞鶴市","262021","1407","栃尾","0","0","0","2","2","1","3","2","1","4","3","5","13","8","9","2","6","5","1","1","0","68","37"
"2020/04/01","京都府","舞鶴市","262021","1408","大山","2","2","0","3","2","3","3","3","2","0","2","4","10","0","4","2","3","6","2","0","0","53","21"
"2020/04/01","京都府","舞鶴市","262021","1409","田井","0","4","5","4","6","0","5","2","11","5","9","12","9","14","18","13","17","7","4","2","0","147","71"
"2020/04/01","京都府","舞鶴市","262021","1410","成生","0","0","1","0","1","1","1","1","3","4","1","4","3","5","3","6","2","7","1","4","0","48","25"
"2020/04/01","京都府","舞鶴市","262021","1411","野原","4","9","5","9","6","5","5","11","14","8","14","17","25","26","15","14","13","16","9","1","1","227","89"
"2020/04/01","京都府","舞鶴市","262021","1501","中田","1","1","3","1","0","1","1","0","2","2","3","4","2","1","3","6","4","3","2","1","0","41","18"
"2020/04/01","京都府","舞鶴市","262021","1502","丸玉産業社宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1503","赤野","1","3","5","6","1","0","8","6","6","4","1","7","10","8","14","1","6","8","4","1","0","100","37"
"2020/04/01","京都府","舞鶴市","262021","1504","多祢寺","0","0","2","4","0","0","0","1","1","2","2","2","0","1","3","2","1","0","0","0","0","21","9"
"2020/04/01","京都府","舞鶴市","262021","1505","平","7","6","12","5","6","3","6","9","10","20","13","14","18","20","32","16","15","9","7","4","1","233","114"
"2020/04/01","京都府","舞鶴市","262021","1506","上佐波賀","3","3","0","0","0","3","4","1","1","1","5","4","3","7","5","4","11","4","6","1","0","66","31"
"2020/04/01","京都府","舞鶴市","262021","1507","下佐波賀","0","4","4","4","4","4","1","5","4","6","3","4","3","10","4","6","5","2","1","0","0","74","30"
"2020/04/01","京都府","舞鶴市","262021","1508","千歳","4","2","2","4","1","2","6","6","7","8","7","6","3","17","10","8","4","7","3","0","2","109","48"
"2020/04/01","京都府","舞鶴市","262021","1509","大丹生","1","0","2","3","3","3","2","2","5","4","5","8","13","6","16","6","8","11","4","2","1","105","50"
"2020/04/01","京都府","舞鶴市","262021","1510","瀬崎","0","0","2","4","4","1","1","1","8","5","3","5","8","6","7","9","7","5","2","1","0","79","38"
"2020/04/01","京都府","舞鶴市","262021","1511","三浜","0","2","1","5","7","4","6","5","2","6","10","13","15","17","14","11","8","8","5","3","0","142","72"
"2020/04/01","京都府","舞鶴市","262021","1512","小橋","1","4","6","4","4","0","4","4","4","6","10","14","11","12","11","13","14","10","3","0","0","135","66"
"2020/04/01","京都府","舞鶴市","262021","1514","浦入","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","1515","中田下","4","1","0","0","1","2","2","4","3","0","1","2","0","0","0","0","1","0","1","0","0","22","14"
"2020/04/01","京都府","舞鶴市","262021","1516","林ベニヤ独身寮","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2001","西吉原第一","4","2","4","8","6","4","3","4","7","6","10","15","11","16","16","9","11","11","6","2","0","155","84"
"2020/04/01","京都府","舞鶴市","262021","2002","西吉原第二","0","0","0","0","1","2","0","0","0","2","2","4","2","3","3","4","2","6","3","1","0","35","26"
"2020/04/01","京都府","舞鶴市","262021","2003","西吉原第三","0","0","0","2","2","3","0","1","0","2","7","1","3","4","6","7","4","5","1","0","0","48","29"
"2020/04/01","京都府","舞鶴市","262021","2004","東吉原第一","2","4","6","3","5","2","4","5","6","8","4","15","10","27","16","10","18","9","7","2","0","163","95"
"2020/04/01","京都府","舞鶴市","262021","2005","東吉原第二","3","5","2","6","0","2","1","7","2","4","4","3","4","8","12","6","7","4","5","0","0","85","44"
"2020/04/01","京都府","舞鶴市","262021","2006","東吉原第三","0","2","2","3","0","1","1","1","5","6","3","4","1","6","7","10","15","5","0","1","0","73","41"
"2020/04/01","京都府","舞鶴市","262021","2007","東吉原第四","4","2","4","3","0","4","2","7","1","1","8","5","6","8","6","4","5","6","1","1","0","78","40"
"2020/04/01","京都府","舞鶴市","262021","2101","魚屋","5","6","4","11","13","4","5","10","8","16","16","14","13","14","12","10","13","14","9","3","1","201","103"
"2020/04/01","京都府","舞鶴市","262021","2102","魚屋住吉","2","1","0","4","4","0","2","0","5","7","4","6","11","14","13","6","10","5","4","1","1","100","62"
"2020/04/01","京都府","舞鶴市","262021","2103","魚屋大森","4","7","6","6","9","9","4","17","10","15","9","6","9","12","21","13","10","8","7","1","1","184","107"
"2020/04/01","京都府","舞鶴市","262021","2104","大森海岸","0","2","6","7","2","0","2","5","12","5","3","0","5","0","4","4","5","4","0","0","1","67","40"
"2020/04/01","京都府","舞鶴市","262021","2201","大内","6","2","1","4","3","2","0","3","5","8","1","7","5","0","5","9","8","4","1","1","0","75","45"
"2020/04/01","京都府","舞鶴市","262021","2202","大内南","12","8","4","4","1","5","4","15","3","8","6","3","4","6","6","7","5","5","2","0","0","108","46"
"2020/04/01","京都府","舞鶴市","262021","2203","南田辺","12","15","11","16","13","13","11","14","15","18","15","19","21","15","20","17","12","15","7","0","1","280","131"
"2020/04/01","京都府","舞鶴市","262021","2205","東田辺","11","21","23","15","15","13","11","27","22","35","17","24","20","20","23","32","25","25","7","3","1","390","187"
"2020/04/01","京都府","舞鶴市","262021","2206","二の丸","4","0","2","0","2","0","4","4","2","2","5","4","3","11","12","11","4","6","4","0","0","80","49"
"2020/04/01","京都府","舞鶴市","262021","2207","北田辺","2","2","4","2","0","5","2","6","5","8","6","10","5","9","8","11","9","6","7","1","0","108","67"
"2020/04/01","京都府","舞鶴市","262021","2208","三の丸","1","0","2","3","3","4","2","0","2","8","8","3","5","6","17","9","11","4","3","1","0","92","55"
"2020/04/01","京都府","舞鶴市","262021","2210","築地","8","11","6","3","8","4","9","11","14","23","12","10","5","13","17","11","4","5","3","0","0","177","91"
"2020/04/01","京都府","舞鶴市","262021","2211","相生","5","2","6","6","7","8","6","6","11","12","15","9","6","6","10","4","7","5","0","1","0","132","76"
"2020/04/01","京都府","舞鶴市","262021","2212","本","3","2","2","4","3","5","0","3","1","7","6","8","7","6","6","8","3","4","2","1","0","81","39"
"2020/04/01","京都府","舞鶴市","262021","2213","職人","0","0","0","1","2","0","0","0","0","0","1","1","1","0","1","1","3","3","0","0","0","14","8"
"2020/04/01","京都府","舞鶴市","262021","2214","丹波","3","1","2","1","2","2","3","2","7","4","5","7","7","3","7","10","7","5","5","1","0","84","44"
"2020/04/01","京都府","舞鶴市","262021","2215","平野屋","2","4","3","3","3","0","0","2","6","6","5","4","5","9","6","7","4","2","5","1","0","77","44"
"2020/04/01","京都府","舞鶴市","262021","2216","竹屋","7","10","9","3","5","4","5","14","7","9","13","19","16","17","15","13","11","16","6","0","0","199","99"
"2020/04/01","京都府","舞鶴市","262021","2217","大内野","15","9","15","28","17","17","16","14","26","24","32","24","31","23","21","14","12","5","1","0","0","344","165"
"2020/04/01","京都府","舞鶴市","262021","2218","向ノ丁","1","0","0","1","2","2","1","0","2","5","5","1","1","2","4","1","0","0","0","0","0","28","12"
"2020/04/01","京都府","舞鶴市","262021","2219","クレインズコート","3","3","3","10","3","3","4","6","10","9","10","20","19","14","11","10","7","5","1","0","0","151","88"
"2020/04/01","京都府","舞鶴市","262021","2301","寺内","9","5","7","9","15","11","8","8","13","18","15","13","7","11","20","15","12","5","3","1","0","205","107"
"2020/04/01","京都府","舞鶴市","262021","2302","松陰","2","3","1","6","8","4","3","4","6","13","5","9","5","6","12","6","5","4","4","1","0","107","54"
"2020/04/01","京都府","舞鶴市","262021","2303","島崎","20","19","16","9","28","38","22","20","26","25","22","23","12","8","8","7","10","2","3","1","0","319","173"
"2020/04/01","京都府","舞鶴市","262021","2304","港","2","1","0","0","4","7","2","2","8","3","5","3","5","9","12","7","8","4","1","1","0","84","39"
"2020/04/01","京都府","舞鶴市","262021","2305","宮津口","0","3","1","6","1","0","2","2","5","6","2","6","1","5","13","5","1","3","4","2","0","68","35"
"2020/04/01","京都府","舞鶴市","262021","2306","西","10","7","3","8","5","7","7","9","11","7","9","7","16","11","10","10","8","7","3","0","0","155","72"
"2020/04/01","京都府","舞鶴市","262021","2308","新","5","1","5","2","4","5","6","4","8","5","9","7","9","12","17","10","10","7","4","0","0","130","73"
"2020/04/01","京都府","舞鶴市","262021","2309","堀上","2","1","4","2","13","7","5","6","6","7","4","7","9","5","13","8","7","8","1","1","0","116","69"
"2020/04/01","京都府","舞鶴市","262021","2311","紺屋","6","8","4","0","4","9","4","7","9","7","7","9","10","6","5","8","9","7","4","1","0","124","66"
"2020/04/01","京都府","舞鶴市","262021","2312","引土新","2","4","0","0","4","9","8","4","2","4","5","8","9","9","8","7","5","5","1","1","0","95","53"
"2020/04/01","京都府","舞鶴市","262021","2313","朝代","18","6","1","1","3","14","10","8","6","2","3","9","5","4","3","5","2","4","1","0","0","105","42"
"2020/04/01","京都府","舞鶴市","262021","2314","京口","3","6","4","7","7","8","7","5","13","11","14","19","9","10","22","13","12","13","10","2","0","195","104"
"2020/04/01","京都府","舞鶴市","262021","2315","舞引土","7","7","5","1","2","5","7","5","10","9","4","4","6","12","8","11","10","5","8","1","1","128","69"
"2020/04/01","京都府","舞鶴市","262021","2401","真名井","6","18","9","13","11","4","6","13","12","17","17","7","10","14","17","19","11","5","6","2","0","217","109"
"2020/04/01","京都府","舞鶴市","262021","2402","円満寺","2","2","6","3","1","3","2","3","3","8","3","7","4","2","8","11","11","6","1","2","0","88","43"
"2020/04/01","京都府","舞鶴市","262021","2403","八幡","6","4","2","2","8","17","16","6","3","5","10","4","8","3","10","9","6","2","4","1","0","126","76"
"2020/04/01","京都府","舞鶴市","262021","2404","愛宕前","3","3","3","4","4","6","5","7","3","7","4","8","7","6","4","4","3","3","1","1","1","87","35"
"2020/04/01","京都府","舞鶴市","262021","2405","宮前","1","3","1","3","6","1","6","4","5","8","8","3","6","13","19","5","5","2","1","1","2","103","64"
"2020/04/01","京都府","舞鶴市","262021","2406","駅前","2","2","5","7","2","8","5","3","6","10","4","6","2","10","4","12","6","0","2","0","1","97","49"
"2020/04/01","京都府","舞鶴市","262021","2407","京橋","18","12","10","16","27","40","33","23","22","25","39","31","27","27","36","33","27","13","10","4","1","474","265"
"2020/04/01","京都府","舞鶴市","262021","2409","折原","13","19","16","24","17","10","20","17","19","54","23","14","19","30","45","46","26","16","6","3","0","437","208"
"2020/04/01","京都府","舞鶴市","262021","2410","ポレスター西","6","15","17","11","7","0","8","16","19","18","16","8","9","13","7","3","1","0","1","2","0","177","73"
"2020/04/01","京都府","舞鶴市","262021","2501","駅東","0","0","3","3","1","3","3","2","8","7","8","8","4","11","14","14","11","3","3","3","1","110","61"
"2020/04/01","京都府","舞鶴市","262021","2502","新生","4","8","11","8","4","4","4","2","13","13","8","8","11","14","17","7","8","16","4","2","0","166","81"
"2020/04/01","京都府","舞鶴市","262021","2503","伊佐津北","18","5","8","8","8","21","19","12","5","10","9","8","8","9","8","8","4","3","3","1","1","176","80"
"2020/04/01","京都府","舞鶴市","262021","2505","テラスハウス","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2507","鉄道寮","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2508","深田","1","1","0","4","8","2","1","4","2","0","4","4","9","4","7","1","0","2","1","0","0","55","41"
"2020/04/01","京都府","舞鶴市","262021","2509","NTT社宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2510","フラワータウン伊佐津","19","10","4","0","2","5","20","8","11","9","1","3","1","5","4","1","2","2","1","0","0","108","37"
"2020/04/01","京都府","舞鶴市","262021","2511","関西電力寮西","0","0","0","2","7","11","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","22","21"
"2020/04/01","京都府","舞鶴市","262021","2512","建青","0","0","0","0","0","1","0","0","0","2","1","0","0","0","3","1","2","0","0","0","0","10","6"
"2020/04/01","京都府","舞鶴市","262021","2513","伊佐津団地","5","6","13","14","11","5","5","5","6","12","12","6","6","5","3","9","9","7","5","0","0","144","67"
"2020/04/01","京都府","舞鶴市","262021","2514","伊佐津団地西","3","1","4","7","7","2","1","2","3","7","4","3","0","2","4","1","3","1","1","0","0","56","26"
"2020/04/01","京都府","舞鶴市","262021","2601","上福井","25","23","21","24","27","21","33","27","32","47","34","41","37","53","48","39","26","16","12","7","0","593","278"
"2020/04/01","京都府","舞鶴市","262021","2602","下福井","30","31","19","22","32","32","40","50","40","31","34","19","25","45","49","37","26","23","16","1","0","602","292"
"2020/04/01","京都府","舞鶴市","262021","2603","星和","5","6","8","6","12","4","9","4","14","11","5","2","5","5","13","10","4","4","2","1","0","130","59"
"2020/04/01","京都府","舞鶴市","262021","2604","建部","1","1","0","2","1","3","2","4","2","3","7","1","4","3","8","3","3","2","2","0","0","52","29"
"2020/04/01","京都府","舞鶴市","262021","2606","喜多","8","16","32","40","32","22","21","19","32","54","54","47","47","41","55","27","22","21","6","3","1","600","271"
"2020/04/01","京都府","舞鶴市","262021","2607","大君","0","0","0","0","1","0","0","0","0","0","1","4","2","1","3","1","0","5","5","3","0","26","17"
"2020/04/01","京都府","舞鶴市","262021","2608","吉田","2","2","2","1","2","1","4","1","4","5","2","4","8","7","20","10","6","7","6","0","0","94","54"
"2020/04/01","京都府","舞鶴市","262021","2609","青井","0","2","3","4","6","2","3","8","3","8","10","7","15","6","20","9","9","12","7","1","0","135","63"
"2020/04/01","京都府","舞鶴市","262021","2610","白杉","1","3","2","0","3","3","0","5","4","3","8","1","7","9","14","10","7","15","5","0","0","100","50"
"2020/04/01","京都府","舞鶴市","262021","2611","大野辺","2","3","5","8","6","2","1","2","8","10","7","11","4","11","8","14","10","7","3","0","0","122","61"
"2020/04/01","京都府","舞鶴市","262021","2701","寿","15","17","24","22","13","14","8","22","29","33","24","17","13","26","46","29","13","15","7","5","0","392","189"
"2020/04/01","京都府","舞鶴市","262021","2702","高野由里","5","10","14","12","10","7","13","15","8","12","22","21","31","44","33","26","22","16","7","1","0","329","160"
"2020/04/01","京都府","舞鶴市","262021","2703","女布","2","1","2","1","1","4","5","5","5","4","4","7","13","11","14","8","10","6","5","1","0","109","57"
"2020/04/01","京都府","舞鶴市","262021","2704","野村寺","10","11","15","18","13","8","6","15","18","22","21","13","20","23","38","28","16","14","9","2","1","321","143"
"2020/04/01","京都府","舞鶴市","262021","2705","城屋","7","5","9","17","9","8","10","4","14","24","23","12","14","29","40","38","25","16","11","8","0","323","156"
"2020/04/01","京都府","舞鶴市","262021","2709","高野台","0","2","1","0","4","3","3","6","4","12","3","6","15","23","33","12","6","2","4","1","0","140","65"
"2020/04/01","京都府","舞鶴市","262021","2710","女布新町","26","40","36","74","53","32","24","31","37","102","90","70","64","57","43","23","13","16","9","1","0","841","332"
"2020/04/01","京都府","舞鶴市","262021","2711","女布中新町","8","3","9","15","13","5","7","2","12","14","20","13","10","7","0","0","2","1","0","0","0","141","45"
"2020/04/01","京都府","舞鶴市","262021","2712","女布北町","5","13","39","44","13","5","2","10","41","53","22","3","3","1","2","4","1","0","0","0","0","261","75"
"2020/04/01","京都府","舞鶴市","262021","2801","真倉","10","8","10","13","8","1","9","12","13","19","9","6","14","40","26","24","15","8","4","1","2","252","112"
"2020/04/01","京都府","舞鶴市","262021","2802","十倉","1","1","3","4","5","5","5","4","3","11","4","7","12","10","15","7","7","5","5","1","0","115","58"
"2020/04/01","京都府","舞鶴市","262021","2803","京田","43","22","25","39","43","47","50","36","41","37","52","42","49","34","34","33","18","19","11","5","0","680","310"
"2020/04/01","京都府","舞鶴市","262021","2804","城南","6","4","5","5","1","1","4","10","6","8","2","4","6","3","8","4","3","4","3","0","0","87","39"
"2020/04/01","京都府","舞鶴市","262021","2805","大和園","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2806","大和寮","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020/04/01","京都府","舞鶴市","262021","2807","万願寺","14","14","17","8","11","10","19","16","24","19","10","25","22","44","52","34","22","18","7","1","0","387","179"
"2020/04/01","京都府","舞鶴市","262021","2808","七日市","161","171","155","139","93","112","145","165","209","193","132","119","95","78","98","68","44","30","19","7","1","2234","853"
"2020/04/01","京都府","舞鶴市","262021","2809","公文名","87","114","91","51","45","57","82","116","117","112","61","80","81","92","110","41","27","24","7","8","1","1404","580"
"2020/04/01","京都府","舞鶴市","262021","2810","中引土","17","12","10","21","24","21","22","24","19","34","28","23","22","31","23","27","23","26","7","1","0","415","220"
"2020/04/01","京都府","舞鶴市","262021","2812","伊佐津","99","109","124","106","84","65","83","111","150","159","89","99","97","91","104","62","48","45","23","9","0","1757","699"
"2020/04/01","京都府","舞鶴市","262021","2813","東引土","29","15","23","25","25","26","35","31","28","30","43","51","36","46","54","43","26","12","12","6","0","596","296"
"2020/04/01","京都府","舞鶴市","262021","2814","京田団地","6","3","4","8","8","1","4","6","7","8","13","4","5","7","10","10","9","5","1","0","1","120","66"
"2020/04/01","京都府","舞鶴市","262021","2815","伊佐津川荘苑","12","9","16","10","8","11","11","20","19","15","10","11","20","20","27","15","14","8","3","0","0","259","117"
"2020/04/01","京都府","舞鶴市","262021","2816","菖蒲台","6","6","4","3","10","4","7","6","8","7","4","17","12","8","16","5","4","3","0","0","0","130","64"
