"調査年月日","都道府県名","市区町村名","市町村コード","行政区コード","行政区名","0－4歳","5－9歳","10－14歳","15－19歳","20－24歳","25－29歳","30－34歳","35－39歳","40－44歳","45－49歳","50－54歳","55－59歳","60－64歳","65－69歳","70－74歳","75－79歳","80－84歳","85－89歳","90－94歳","95－99歳","100歳以上","計","世帯数"
"2021/04/01","京都府","舞鶴市","262021","714","愛宕新","33","29","20","19","20","35","45","25","25","44","32","30","31","26","42","32","31","30","12","4","0","565","272"
"2021/04/01","京都府","舞鶴市","262021","715","月ヶ浦","0","0","0","0","0","2","2","0","0","0","2","0","1","1","0","1","0","0","1","0","0","10","6"
"2021/04/01","京都府","舞鶴市","262021","716","府営住宅市場団地","2","1","4","2","5","2","0","0","3","8","8","5","3","3","6","2","0","1","1","0","0","56","33"
"2021/04/01","京都府","舞鶴市","262021","717","市場青葉台","0","1","1","0","1","1","2","1","3","2","3","3","11","6","4","2","2","0","0","0","0","43","23"
"2021/04/01","京都府","舞鶴市","262021","718","泉源寺新町","8","1","4","11","8","3","5","6","8","9","14","11","7","4","5","2","1","1","0","1","0","109","49"
"2021/04/01","京都府","舞鶴市","262021","719","博愛苑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","5","9","2","2","25","25"
"2021/04/01","京都府","舞鶴市","262021","801","南浜元町","3","10","10","7","12","9","13","14","24","19","23","21","18","17","19","9","10","13","12","3","0","266","155"
"2021/04/01","京都府","舞鶴市","262021","802","片山","1","0","2","2","1","0","0","0","1","1","3","3","2","0","3","1","3","2","1","0","0","26","14"
"2021/04/01","京都府","舞鶴市","262021","803","青葉","5","2","5","2","4","8","14","8","8","12","9","4","9","11","14","6","5","3","3","3","0","135","85"
"2021/04/01","京都府","舞鶴市","262021","804","扶桑","5","4","4","6","2","9","3","14","6","14","5","8","8","8","17","8","6","5","3","0","1","136","74"
"2021/04/01","京都府","舞鶴市","262021","805","北浜中町","3","8","13","6","10","6","12","14","12","18","25","14","17","21","32","28","19","8","5","1","0","272","175"
"2021/04/01","京都府","舞鶴市","262021","806","サンコー繊維","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","807","鍵井経編","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","901","東昭和","15","14","20","19","11","20","8","18","23","37","34","19","14","14","23","9","17","7","4","2","0","328","164"
"2021/04/01","京都府","舞鶴市","262021","902","西昭和","10","9","5","11","10","8","4","9","18","17","9","4","8","6","13","7","10","6","5","2","1","172","89"
"2021/04/01","京都府","舞鶴市","262021","903","森口","5","5","9","11","9","9","7","7","11","11","20","23","10","6","12","17","22","8","1","2","1","206","101"
"2021/04/01","京都府","舞鶴市","262021","904","敷野","5","7","15","13","11","10","8","11","22","24","20","19","12","18","15","12","14","6","4","3","0","249","116"
"2021/04/01","京都府","舞鶴市","262021","905","川西","5","4","11","8","1","2","4","13","9","12","6","7","9","10","7","10","9","5","8","1","0","141","68"
"2021/04/01","京都府","舞鶴市","262021","907","白鳥団地","32","33","33","34","23","20","22","21","30","36","26","41","25","22","30","37","30","11","9","1","0","516","256"
"2021/04/01","京都府","舞鶴市","262021","908","丸山口","2","8","10","19","3","3","5","5","14","21","10","9","11","7","9","7","5","4","2","1","0","155","65"
"2021/04/01","京都府","舞鶴市","262021","909","丸山中町","19","23","23","16","14","8","16","19","27","33","16","21","11","16","17","19","27","20","4","0","1","350","156"
"2021/04/01","京都府","舞鶴市","262021","910","丸山","24","20","12","16","11","13","22","15","18","28","19","17","15","15","17","18","18","6","3","3","1","311","136"
"2021/04/01","京都府","舞鶴市","262021","911","愛宕","7","10","16","16","11","8","13","11","24","19","11","10","14","16","18","20","15","7","5","2","0","253","112"
"2021/04/01","京都府","舞鶴市","262021","912","森日の出","9","13","3","7","13","8","9","11","16","18","16","21","22","11","27","24","12","9","8","2","0","259","138"
"2021/04/01","京都府","舞鶴市","262021","913","日の出団地","0","0","3","2","3","5","4","4","4","4","8","8","10","15","7","13","4","4","0","0","0","98","70"
"2021/04/01","京都府","舞鶴市","262021","914","森宮","4","4","5","14","8","14","9","5","7","27","9","11","8","16","22","11","15","14","3","1","0","207","104"
"2021/04/01","京都府","舞鶴市","262021","915","大森","4","9","9","4","8","12","8","5","13","19","7","7","6","15","26","9","8","5","2","2","0","178","103"
"2021/04/01","京都府","舞鶴市","262021","916","森大和","9","6","9","5","7","7","2","8","13","13","6","6","7","9","11","14","9","6","4","0","0","151","75"
"2021/04/01","京都府","舞鶴市","262021","917","緑が丘","6","6","8","8","17","9","7","12","16","18","19","15","12","8","27","16","12","4","2","0","0","222","124"
"2021/04/01","京都府","舞鶴市","262021","918","丸山西町","12","7","9","13","11","10","15","11","9","12","19","15","11","6","22","22","22","10","5","2","1","244","112"
"2021/04/01","京都府","舞鶴市","262021","919","井尻東","10","14","9","4","4","9","11","15","14","20","10","9","12","11","25","11","15","9","4","0","0","216","107"
"2021/04/01","京都府","舞鶴市","262021","920","井尻西","11","10","9","15","23","17","20","12","23","35","35","18","24","21","29","23","20","13","7","2","0","367","189"
"2021/04/01","京都府","舞鶴市","262021","921","森三本木","24","30","27","22","17","16","38","38","39","29","19","28","34","15","33","26","17","3","2","0","0","457","197"
"2021/04/01","京都府","舞鶴市","262021","922","森駒ヶ谷","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","923","大田野","5","2","3","1","2","1","9","5","7","7","4","9","13","13","10","1","4","2","0","0","0","98","52"
"2021/04/01","京都府","舞鶴市","262021","924","エルドラード三本木","4","4","3","1","2","2","5","3","1","8","3","3","1","0","1","2","0","0","0","0","0","43","17"
"2021/04/01","京都府","舞鶴市","262021","1001","片山新町","0","0","0","2","0","0","0","1","2","3","1","0","2","2","3","0","1","1","1","0","0","19","12"
"2021/04/01","京都府","舞鶴市","262021","1002","片山南","0","0","0","0","2","0","0","1","5","0","1","3","2","5","4","1","1","1","0","0","0","26","17"
"2021/04/01","京都府","舞鶴市","262021","1003","元川東","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"2021/04/01","京都府","舞鶴市","262021","1004","祭掛","10","4","2","3","3","15","9","10","17","19","7","13","9","5","5","8","10","6","1","0","0","156","86"
"2021/04/01","京都府","舞鶴市","262021","1005","行永板ガラス社宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1006","大迫新町","10","18","15","10","10","9","10","22","17","34","23","23","18","15","42","33","35","28","16","2","0","390","209"
"2021/04/01","京都府","舞鶴市","262021","1007","三安団地","6","2","4","0","3","3","6","5","3","5","5","0","5","2","2","4","4","0","0","0","0","59","29"
"2021/04/01","京都府","舞鶴市","262021","1008","大迫団地","1","0","0","2","1","6","0","4","3","9","6","4","11","7","11","6","8","2","0","0","1","82","56"
"2021/04/01","京都府","舞鶴市","262021","1010","大宮","19","20","25","23","26","25","25","34","22","39","38","33","36","31","37","35","25","9","9","0","0","511","271"
"2021/04/01","京都府","舞鶴市","262021","1011","金屋","2","8","23","23","23","5","8","12","31","41","31","19","25","24","33","18","13","15","5","3","0","362","176"
"2021/04/01","京都府","舞鶴市","262021","1012","東幸野","2","3","3","5","4","3","2","10","9","9","8","10","9","11","13","14","12","6","1","0","1","135","74"
"2021/04/01","京都府","舞鶴市","262021","1013","芥子谷口","2","3","8","1","0","0","1","5","7","7","2","4","2","2","3","10","13","6","1","0","0","77","34"
"2021/04/01","京都府","舞鶴市","262021","1014","幸野","19","15","26","19","26","31","30","27","36","32","43","34","26","29","45","44","26","25","12","2","1","548","258"
"2021/04/01","京都府","舞鶴市","262021","1015","古川","15","18","28","31","24","19","9","23","27","44","38","28","16","10","21","24","28","9","7","2","0","421","194"
"2021/04/01","京都府","舞鶴市","262021","1016","正巳","8","18","16","14","13","14","15","15","20","24","21","23","7","12","29","19","15","16","11","1","0","311","154"
"2021/04/01","京都府","舞鶴市","262021","1017","桜木","19","19","25","19","16","26","29","23","34","23","19","18","10","12","22","21","18","11","4","2","1","371","173"
"2021/04/01","京都府","舞鶴市","262021","1018","元川新町","26","32","21","12","9","12","18","27","32","28","9","16","3","15","12","16","8","11","4","0","0","311","127"
"2021/04/01","京都府","舞鶴市","262021","1019","元川中町","11","5","10","14","6","8","10","13","12","18","10","12","13","12","13","13","3","3","0","2","0","188","95"
"2021/04/01","京都府","舞鶴市","262021","1020","元川本町","8","12","8","3","1","5","6","7","9","9","6","5","9","7","9","14","4","8","3","3","0","136","61"
"2021/04/01","京都府","舞鶴市","262021","1021","明富下","5","14","9","12","3","4","6","16","18","17","12","8","10","10","15","12","13","12","9","2","0","207","102"
"2021/04/01","京都府","舞鶴市","262021","1022","上明富","15","7","3","6","19","14","16","12","17","13","9","6","2","6","14","7","5","3","3","1","0","178","102"
"2021/04/01","京都府","舞鶴市","262021","1023","竹道","2","6","7","12","6","4","3","8","15","19","14","3","16","11","31","19","10","12","5","2","1","206","105"
"2021/04/01","京都府","舞鶴市","262021","1024","御幸","17","28","25","18","28","31","22","25","30","35","35","33","34","30","41","19","30","14","8","2","0","505","223"
"2021/04/01","京都府","舞鶴市","262021","1025","医療センター","1","2","0","0","7","8","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","25","21"
"2021/04/01","京都府","舞鶴市","262021","1026","サンケイ団地","4","6","6","7","12","3","8","4","7","9","9","18","15","10","8","14","10","15","2","0","0","167","91"
"2021/04/01","京都府","舞鶴市","262021","1027","芥子谷団地","3","6","6","7","3","3","5","6","8","12","18","9","5","13","27","27","15","4","5","1","0","183","121"
"2021/04/01","京都府","舞鶴市","262021","1028","八反田南","43","42","47","50","42","47","45","44","61","64","70","65","41","77","70","40","16","4","1","2","0","871","368"
"2021/04/01","京都府","舞鶴市","262021","1029","八反田北","38","36","29","29","24","28","41","33","45","44","29","34","24","30","26","14","9","5","3","0","0","521","220"
"2021/04/01","京都府","舞鶴市","262021","1030","行永桜通り","28","68","68","56","13","4","15","41","64","66","24","10","3","5","2","2","1","1","0","0","0","471","125"
"2021/04/01","京都府","舞鶴市","262021","1101","常府営","10","5","21","13","7","5","10","10","7","17","10","9","8","25","29","20","23","14","2","0","0","245","140"
"2021/04/01","京都府","舞鶴市","262021","1102","常口","15","22","27","27","18","20","20","24","42","45","43","43","26","22","68","48","25","25","5","0","1","566","256"
"2021/04/01","京都府","舞鶴市","262021","1103","常","2","8","20","11","10","4","5","15","16","16","14","13","10","22","23","15","12","5","5","1","0","227","103"
"2021/04/01","京都府","舞鶴市","262021","1104","木ノ下","0","10","3","7","5","3","4","5","8","13","4","7","11","11","25","14","15","8","3","3","1","160","70"
"2021/04/01","京都府","舞鶴市","262021","1105","与保呂","4","1","4","10","8","4","13","9","8","20","12","15","28","20","37","29","21","14","14","6","2","279","143"
"2021/04/01","京都府","舞鶴市","262021","1106","京月","5","4","5","9","7","3","7","8","12","20","10","18","20","21","20","34","35","23","9","6","0","276","150"
"2021/04/01","京都府","舞鶴市","262021","1108","京月東","9","11","17","13","10","8","16","9","12","29","26","17","17","15","43","50","42","8","3","1","0","356","164"
"2021/04/01","京都府","舞鶴市","262021","1109","亀岩","30","17","26","26","34","32","19","21","36","36","28","39","18","32","47","22","15","10","6","0","0","494","215"
"2021/04/01","京都府","舞鶴市","262021","1110","常桜町","2","9","13","14","0","0","3","6","19","14","3","1","1","1","2","0","0","0","0","0","0","88","28"
"2021/04/01","京都府","舞鶴市","262021","1201","泉源寺","18","16","30","32","23","23","14","37","30","50","43","44","32","28","61","27","27","9","10","3","1","558","251"
"2021/04/01","京都府","舞鶴市","262021","1202","田中新","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1204","田中東","32","35","44","49","33","38","44","38","40","66","62","36","36","35","65","38","31","19","9","3","0","753","340"
"2021/04/01","京都府","舞鶴市","262021","1205","安岡","14","27","25","22","26","36","33","30","45","45","40","50","52","29","68","34","27","20","10","1","0","634","302"
"2021/04/01","京都府","舞鶴市","262021","1206","小倉","9","9","13","13","19","12","14","11","15","29","22","15","27","23","36","19","13","13","9","4","0","325","172"
"2021/04/01","京都府","舞鶴市","262021","1207","鹿原西","1","13","7","9","5","4","2","5","14","16","7","6","12","19","19","14","9","4","0","1","0","167","81"
"2021/04/01","京都府","舞鶴市","262021","1208","鹿原","7","15","14","11","11","11","11","13","23","13","19","19","12","21","35","26","17","12","7","3","0","300","143"
"2021/04/01","京都府","舞鶴市","262021","1209","吉坂","3","3","6","7","6","4","5","3","9","11","7","16","10","12","19","4","7","7","4","4","0","147","77"
"2021/04/01","京都府","舞鶴市","262021","1210","松尾","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","3","2","1","3","0","0","13","9"
"2021/04/01","京都府","舞鶴市","262021","1211","田中西","14","25","24","21","23","19","22","28","20","26","38","17","14","16","32","24","26","11","12","1","0","413","203"
"2021/04/01","京都府","舞鶴市","262021","1212","小倉西","9","13","7","4","0","5","8","13","13","4","4","11","8","11","16","13","17","9","0","0","1","166","77"
"2021/04/01","京都府","舞鶴市","262021","1213","田中中","24","33","35","40","29","28","32","44","39","52","48","48","36","52","48","40","35","19","5","1","2","690","303"
"2021/04/01","京都府","舞鶴市","262021","1214","みずなぎ学園鹿原","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1215","やすらぎ苑","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","1","0","6","6"
"2021/04/01","京都府","舞鶴市","262021","1216","安岡園","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","8","12","6","3","2","0","44","44"
"2021/04/01","京都府","舞鶴市","262021","1217","こひつじの苑舞鶴","0","0","0","0","0","0","1","0","0","0","5","2","4","6","3","3","2","0","0","0","0","26","26"
"2021/04/01","京都府","舞鶴市","262021","1218","小倉新町","9","6","10","15","14","9","5","6","9","15","20","13","28","8","10","4","6","1","1","0","0","189","84"
"2021/04/01","京都府","舞鶴市","262021","1219","安岡新町","8","14","13","24","20","20","23","15","12","26","23","29","41","24","20","11","6","4","2","1","0","336","133"
"2021/04/01","京都府","舞鶴市","262021","1220","舞鶴学園","0","3","20","15","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","46"
"2021/04/01","京都府","舞鶴市","262021","1221","田中団地","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1222","田園町","27","56","84","45","8","4","19","29","74","70","16","8","5","8","6","4","1","0","1","0","0","465","134"
"2021/04/01","京都府","舞鶴市","262021","1301","大波下板ガラス社宅","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8"
"2021/04/01","京都府","舞鶴市","262021","1302","大波下","16","13","16","29","29","15","17","9","25","44","30","30","26","29","46","22","30","17","10","3","0","456","210"
"2021/04/01","京都府","舞鶴市","262021","1303","大波上","3","5","6","6","7","2","0","12","5","13","8","5","8","16","14","11","6","6","8","3","0","144","67"
"2021/04/01","京都府","舞鶴市","262021","1304","朝来中","3","13","19","14","5","5","5","9","15","20","10","17","12","20","40","25","16","6","7","2","0","263","122"
"2021/04/01","京都府","舞鶴市","262021","1305","朝来新町","14","24","22","25","25","13","21","22","21","38","39","19","24","21","36","17","11","6","4","1","0","403","169"
"2021/04/01","京都府","舞鶴市","262021","1306","松ヶ森","0","0","1","1","1","1","3","1","1","3","1","6","5","1","3","4","6","6","0","1","0","45","25"
"2021/04/01","京都府","舞鶴市","262021","1307","吉野高専宿舎","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1308","吉野","1","4","5","7","5","3","1","5","7","11","5","10","5","11","7","8","5","5","1","1","0","107","44"
"2021/04/01","京都府","舞鶴市","262021","1309","白屋","0","3","1","0","2","0","0","3","5","1","1","4","3","5","7","3","4","6","2","0","0","50","22"
"2021/04/01","京都府","舞鶴市","262021","1310","登尾","1","0","1","7","7","3","0","2","3","9","9","3","6","1","15","10","3","2","1","2","1","86","37"
"2021/04/01","京都府","舞鶴市","262021","1311","杉山","0","0","0","0","1","1","1","1","2","2","2","0","2","4","9","4","2","2","3","0","0","36","18"
"2021/04/01","京都府","舞鶴市","262021","1312","笹部","2","0","1","2","1","1","1","1","3","2","2","0","1","5","2","2","2","1","0","0","1","30","13"
"2021/04/01","京都府","舞鶴市","262021","1313","高専","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8"
"2021/04/01","京都府","舞鶴市","262021","1314","東舞鶴医誠会病院","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","1","0","0","5","5"
"2021/04/01","京都府","舞鶴市","262021","1316","鶴友寮","0","0","0","0","4","8","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","17","17"
"2021/04/01","京都府","舞鶴市","262021","1317","朝来西宮","9","8","8","16","7","5","8","9","24","23","24","14","7","19","53","42","25","15","1","3","1","321","168"
"2021/04/01","京都府","舞鶴市","262021","1318","朝来西町府営","0","1","8","3","1","2","2","6","10","6","8","10","11","16","29","13","5","3","1","2","0","137","81"
"2021/04/01","京都府","舞鶴市","262021","1319","ヴィラージュ滝ケ浦","3","3","5","1","2","0","3","1","5","10","5","6","4","1","3","1","3","1","1","0","0","58","32"
"2021/04/01","京都府","舞鶴市","262021","1320","朝来八田","26","32","31","40","20","15","22","26","42","42","31","35","27","13","10","5","5","4","1","0","0","427","145"
"2021/04/01","京都府","舞鶴市","262021","1321","アマデウスⅦ","0","0","0","0","4","6","1","2","1","2","1","3","1","0","0","0","0","1","0","0","0","22","21"
"2021/04/01","京都府","舞鶴市","262021","1401","河辺中","2","2","2","0","0","0","6","0","4","0","1","4","6","6","4","4","4","1","3","1","0","50","27"
"2021/04/01","京都府","舞鶴市","262021","1402","西屋","0","0","0","1","2","1","1","0","0","1","9","3","2","0","4","10","2","5","2","0","1","44","24"
"2021/04/01","京都府","舞鶴市","262021","1403","室牛","1","1","0","3","1","0","0","0","1","1","3","0","0","1","4","3","2","0","0","1","0","22","11"
"2021/04/01","京都府","舞鶴市","262021","1404","河辺由里","0","0","0","1","3","0","0","0","4","2","3","3","0","4","7","5","5","2","2","1","0","42","24"
"2021/04/01","京都府","舞鶴市","262021","1405","観音寺","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","2","0","1","1","0","0","9","5"
"2021/04/01","京都府","舞鶴市","262021","1406","河辺原","0","0","1","2","2","0","2","0","0","1","4","7","4","6","7","8","6","1","1","0","0","52","24"
"2021/04/01","京都府","舞鶴市","262021","1407","栃尾","0","0","0","0","3","1","2","3","0","5","2","3","14","7","11","2","5","2","2","1","0","63","36"
"2021/04/01","京都府","舞鶴市","262021","1408","大山","3","1","1","2","1","4","2","3","3","0","1","4","10","1","4","2","2","5","2","0","0","51","21"
"2021/04/01","京都府","舞鶴市","262021","1409","田井","0","1","7","4","5","1","2","2","9","9","8","14","7","14","21","13","12","9","3","3","0","144","72"
"2021/04/01","京都府","舞鶴市","262021","1410","成生","0","0","1","0","1","1","0","0","3","3","2","4","2","3","6","6","2","7","1","4","0","46","25"
"2021/04/01","京都府","舞鶴市","262021","1411","野原","3","8","6","6","8","3","3","11","13","10","16","11","23","27","18","12","14","11","12","2","0","217","86"
"2021/04/01","京都府","舞鶴市","262021","1501","中田","1","0","3","1","1","1","1","0","1","2","4","3","3","1","3","5","5","3","2","1","0","41","18"
"2021/04/01","京都府","舞鶴市","262021","1502","丸玉産業社宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1503","赤野","1","3","4","6","1","0","7","6","6","5","1","6","9","8","15","1","4","8","4","1","0","96","37"
"2021/04/01","京都府","舞鶴市","262021","1504","多祢寺","0","0","1","5","0","0","0","1","1","2","2","1","1","1","3","1","2","0","0","0","0","21","9"
"2021/04/01","京都府","舞鶴市","262021","1505","平","4","10","9","5","7","6","6","8","8","20","11","15","16","17","34","13","15","11","6","5","1","227","107"
"2021/04/01","京都府","舞鶴市","262021","1506","上佐波賀","2","4","0","0","0","3","2","3","1","1","2","6","4","7","6","4","9","4","6","2","0","66","34"
"2021/04/01","京都府","舞鶴市","262021","1507","下佐波賀","0","2","5","4","4","1","2","2","7","6","3","3","3","8","7","5","6","1","2","0","0","71","30"
"2021/04/01","京都府","舞鶴市","262021","1508","千歳","3","2","3","4","0","1","6","4","7","9","5","7","3","16","12","6","6","3","5","1","2","105","48"
"2021/04/01","京都府","舞鶴市","262021","1509","大丹生","0","1","1","2","5","1","3","3","4","5","4","8","13","6","16","7","6","11","3","1","1","101","49"
"2021/04/01","京都府","舞鶴市","262021","1510","瀬崎","0","0","2","2","5","2","2","0","3","11","3","4","7","7","6","9","8","6","1","2","0","80","40"
"2021/04/01","京都府","舞鶴市","262021","1511","三浜","0","2","1","3","5","7","4","6","2","4","10","15","13","15","18","8","9","9","4","3","0","138","72"
"2021/04/01","京都府","舞鶴市","262021","1512","小橋","1","2","7","3","4","0","4","5","3","6","6","16","10","15","10","12","13","12","3","1","0","133","68"
"2021/04/01","京都府","舞鶴市","262021","1514","浦入","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","1515","中田下","2","2","0","0","5","4","3","2","2","4","2","2","0","0","0","0","1","0","1","0","0","30","21"
"2021/04/01","京都府","舞鶴市","262021","1516","林ベニヤ独身寮","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021/04/01","京都府","舞鶴市","262021","2001","西吉原第一","2","4","3","6","7","3","6","4","6","6","9","13","12","16","15","9","11","8","6","0","1","147","78"
"2021/04/01","京都府","舞鶴市","262021","2002","西吉原第二","0","0","0","0","0","1","1","0","0","1","3","5","3","3","3","3","3","5","2","1","0","34","26"
"2021/04/01","京都府","舞鶴市","262021","2003","西吉原第三","0","0","0","1","3","3","1","0","1","2","5","3","4","5","4","6","6","2","3","0","0","49","29"
"2021/04/01","京都府","舞鶴市","262021","2004","東吉原第一","2","3","6","2","8","2","1","4","6","8","4","16","7","18","24","8","10","13","10","2","0","154","93"
"2021/04/01","京都府","舞鶴市","262021","2005","東吉原第二","3","5","2","4","3","2","3","5","4","3","3","4","4","6","12","8","5","4","3","1","0","84","42"
"2021/04/01","京都府","舞鶴市","262021","2006","東吉原第三","0","1","2","3","1","1","1","1","5","5","3","4","2","6","5","9","15","5","3","1","0","73","43"
"2021/04/01","京都府","舞鶴市","262021","2007","東吉原第四","2","3","3","3","1","2","3","5","1","2","7","6","6","3","8","6","4","5","3","1","0","74","38"
"2021/04/01","京都府","舞鶴市","262021","2101","魚屋","3","7","3","12","6","4","4","9","9","12","17","16","14","13","14","9","12","12","8","5","0","189","100"
"2021/04/01","京都府","舞鶴市","262021","2102","魚屋住吉","1","2","0","3","4","0","0","2","3","8","4","6","10","15","12","7","7","6","6","1","0","97","61"
"2021/04/01","京都府","舞鶴市","262021","2103","魚屋大森","5","5","7","6","8","9","8","16","11","14","11","4","12","12","19","14","9","6","5","0","2","183","107"
"2021/04/01","京都府","舞鶴市","262021","2104","大森海岸","0","0","6","6","3","0","3","3","9","5","6","0","3","1","3","4","5","3","1","0","1","62","38"
"2021/04/01","京都府","舞鶴市","262021","2201","大内","2","2","1","3","3","2","1","1","4","10","1","6","6","0","4","7","6","8","1","1","0","69","44"
"2021/04/01","京都府","舞鶴市","262021","2202","大内南","11","10","5","3","2","4","5","13","6","8","4","6","4","5","7","5","5","4","3","0","0","110","47"
"2021/04/01","京都府","舞鶴市","262021","2203","南田辺","9","17","12","14","11","17","12","11","15","14","20","14","22","15","24","15","15","11","8","1","0","277","133"
"2021/04/01","京都府","舞鶴市","262021","2205","東田辺","13","18","27","15","13","17","13","24","19","38","17","27","20","19","25","25","25","23","14","3","0","395","189"
"2021/04/01","京都府","舞鶴市","262021","2206","二の丸","4","0","2","0","2","0","4","3","1","3","5","3","4","7","12","12","5","7","4","0","0","78","48"
"2021/04/01","京都府","舞鶴市","262021","2207","北田辺","2","2","4","2","0","3","3","5","6","8","8","9","6","6","11","10","7","7","7","1","0","107","68"
"2021/04/01","京都府","舞鶴市","262021","2208","三の丸","2","1","1","2","8","8","8","3","3","4","10","4","3","5","17","10","12","5","3","1","0","110","66"
"2021/04/01","京都府","舞鶴市","262021","2210","築地","6","13","5","2","9","6","9","9","15","23","15","6","8","12","16","12","5","4","3","0","0","178","92"
"2021/04/01","京都府","舞鶴市","262021","2211","相生","5","2","8","4","5","10","4","6","11","9","12","12","5","5","12","4","8","4","0","1","0","127","71"
"2021/04/01","京都府","舞鶴市","262021","2212","本","2","3","1","3","5","3","1","2","2","7","6","7","8","5","6","9","5","2","2","3","0","82","40"
"2021/04/01","京都府","舞鶴市","262021","2213","職人","0","0","0","1","1","0","0","0","0","0","1","1","1","0","1","1","3","3","0","0","0","13","8"
"2021/04/01","京都府","舞鶴市","262021","2214","丹波","3","1","1","1","2","2","5","1","5","3","7","4","5","6","8","9","7","5","3","2","0","80","45"
"2021/04/01","京都府","舞鶴市","262021","2215","平野屋","4","3","3","3","4","4","0","3","5","5","7","5","3","8","8","4","5","3","6","0","0","83","47"
"2021/04/01","京都府","舞鶴市","262021","2216","竹屋","6","9","11","2","5","3","6","10","9","8","12","16","15","19","19","11","9","13","8","1","0","192","96"
"2021/04/01","京都府","舞鶴市","262021","2217","大内野","14","10","15","20","23","14","11","18","21","27","27","25","30","19","25","13","11","8","1","0","0","332","164"
"2021/04/01","京都府","舞鶴市","262021","2218","向ノ丁","0","0","0","1","0","1","3","0","1","4","5","2","1","2","2","2","0","0","0","0","0","24","10"
"2021/04/01","京都府","舞鶴市","262021","2219","クレインズコート","3","2","4","11","3","4","2","4","12","11","10","19","21","10","15","9","5","8","1","0","0","154","90"
"2021/04/01","京都府","舞鶴市","262021","2301","寺内","5","5","5","8","9","13","10","5","11","15","16","12","9","6","22","10","12","7","1","2","0","183","100"
"2021/04/01","京都府","舞鶴市","262021","2302","松陰","3","1","3","5","8","5","1","5","6","11","6","9","7","7","10","5","4","5","4","0","0","105","53"
"2021/04/01","京都府","舞鶴市","262021","2303","島崎","14","20","16","10","28","35","17","20","16","31","25","22","12","8","10","6","10","3","4","1","0","308","175"
"2021/04/01","京都府","舞鶴市","262021","2304","港","2","2","0","0","1","7","4","2","7","3","6","3","6","9","11","8","8","3","1","1","0","84","41"
"2021/04/01","京都府","舞鶴市","262021","2305","宮津口","2","2","1","5","3","2","2","2","4","7","2","6","1","5","12","2","4","2","4","3","0","71","38"
"2021/04/01","京都府","舞鶴市","262021","2306","西","8","7","5","6","8","4","6","8","10","6","12","6","15","11","13","8","9","7","3","0","0","152","71"
"2021/04/01","京都府","舞鶴市","262021","2308","新","3","2","4","3","0","6","2","4","7","6","10","4","11","12","17","8","7","10","4","0","0","120","70"
"2021/04/01","京都府","舞鶴市","262021","2309","堀上","2","2","2","1","13","10","5","4","6","5","6","5","9","4","13","7","7","8","1","1","0","111","67"
"2021/04/01","京都府","舞鶴市","262021","2311","紺屋","3","5","6","0","3","5","4","6","10","6","6","8","11","6","6","7","7","6","5","1","0","111","62"
"2021/04/01","京都府","舞鶴市","262021","2312","引土新","7","6","0","0","2","10","12","5","3","3","3","4","13","10","7","6","6","5","1","1","0","104","52"
